median velocity,median direction,direction dispersion,is wave,#contours,mass center,is steady
8.39,293.565,0.149,False,378,"(48.69, 39.72)",False
8.661,288.201,0.15,False,368,"(52.25, 41.59)",False
9.014,292.981,0.222,False,352,"(51.39, 43.11)",False
8.898,295.552,0.253,False,324,"(50.42, 45.17)",False
9.418,293.878,0.146,False,349,"(52.68, 44.55)",False
9.472,295.826,0.156,False,351,"(54.37, 44.58)",False
9.442,294.489,0.211,False,383,"(54.08, 42.58)",False
9.231,290.677,0.338,False,374,"(54.15, 43.19)",False
9.595,291.267,0.17,False,386,"(54.31, 41.86)",False
9.023,288.924,0.216,False,351,"(55.04, 37.29)",False
9.645,291.689,0.119,False,431,"(54.18, 37.63)",False
9.223,291.636,0.091,False,406,"(53.93, 36.54)",False
8.338,290.562,0.186,False,439,"(52.16, 37.45)",False
7.78,289.507,0.18,False,461,"(52.05, 37.16)",False
8.241,293.32,0.143,False,509,"(53.0, 38.94)",False
8.133,291.974,0.103,False,476,"(53.7, 38.7)",False
7.867,295.771,0.184,False,454,"(53.86, 40.45)",False
7.691,300.792,0.143,False,449,"(54.25, 39.67)",False
7.588,302.259,0.345,False,430,"(53.94, 39.64)",False
8.16,305.716,0.202,False,404,"(53.15, 40.54)",False
7.979,306.853,0.105,False,453,"(52.95, 43.09)",False
7.775,305.601,0.075,False,408,"(55.57, 41.83)",False
8.087,306.386,0.115,False,435,"(54.07, 41.75)",False
8.984,303.313,0.275,False,426,"(54.36, 43.22)",False
8.323,305.454,0.276,False,451,"(54.62, 42.26)",False
9.152,301.762,0.246,False,390,"(55.95, 40.68)",True
9.015,299.403,0.18,False,400,"(55.78, 43.49)",True
8.726,302.245,0.165,False,440,"(56.5, 43.6)",False
7.468,300.348,0.258,False,470,"(57.06, 40.91)",False
8.349,301.64,0.337,False,444,"(57.25, 39.52)",False
8.049,295.375,0.418,False,462,"(56.73, 40.71)",False
9.142,300.594,0.199,False,447,"(55.41, 42.37)",False
9.436,292.665,0.417,False,448,"(55.59, 43.4)",False
9.054,299.2,0.501,False,433,"(55.35, 41.76)",False
6.93,310.599,0.313,False,445,"(56.7, 41.99)",False
8.888,310.925,0.219,False,387,"(55.8, 41.25)",False
8.466,309.91,0.244,False,422,"(57.33, 42.07)",False
9.102,311.65,0.299,False,388,"(58.43, 41.97)",False
9.406,309.116,0.318,False,378,"(60.03, 42.65)",False
9.856,310.735,0.187,False,353,"(59.96, 42.47)",False
10.546,308.752,0.214,False,346,"(62.36, 43.32)",False
9.554,311.739,0.123,False,329,"(61.61, 44.87)",False
11.031,305.37,0.284,False,326,"(60.49, 44.61)",False
11.308,301.807,0.254,False,299,"(57.07, 43.27)",False
10.588,302.844,0.251,False,325,"(55.72, 45.47)",False
11.057,298.096,0.411,False,322,"(55.09, 46.35)",False
9.936,299.881,0.174,False,336,"(57.62, 45.93)",False
11.001,296.935,0.288,False,322,"(57.32, 45.95)",False
12.758,297.909,0.336,False,298,"(57.38, 47.22)",False
11.367,293.596,0.193,False,286,"(56.59, 49.28)",False
13.215,291.14,0.326,False,259,"(55.78, 47.62)",False
12.127,297.899,0.208,False,267,"(53.95, 47.13)",False
13.794,285.522,0.323,False,283,"(53.11, 45.47)",False
15.194,285.433,0.356,False,259,"(52.68, 44.56)",False
15.065,283.976,0.332,False,246,"(53.28, 43.93)",False
11.984,277.982,0.476,False,236,"(52.74, 40.8)",False
11.741,285.648,0.319,False,278,"(53.16, 46.25)",False
13.804,285.121,0.32,False,278,"(52.55, 40.28)",False
16.352,287.058,0.54,False,275,"(55.57, 42.16)",False
13.8,279.668,0.251,False,249,"(55.59, 39.52)",False
11.569,286.03,0.254,False,227,"(57.17, 41.35)",False
12.614,281.201,0.209,False,246,"(55.04, 40.9)",False
12.438,281.45,0.162,False,232,"(54.75, 39.15)",False
14.061,286.071,0.162,False,214,"(53.68, 41.62)",False
15.58,285.963,0.462,False,220,"(51.03, 43.52)",False
15.701,287.579,0.232,False,217,"(51.77, 46.25)",False
15.095,287.918,0.104,False,242,"(53.03, 45.91)",False
15.886,285.038,0.265,False,228,"(54.38, 47.26)",False
14.757,293.797,0.484,False,261,"(54.7, 46.18)",False
15.188,289.749,0.238,False,244,"(53.59, 47.46)",False
16.604,286.177,0.224,False,220,"(58.3, 46.94)",False
16.391,288.438,0.113,False,236,"(58.62, 46.24)",False
17.049,288.198,0.202,False,229,"(58.82, 46.01)",False
16.985,283.016,0.267,False,238,"(56.42, 47.53)",False
18.79,284.256,0.075,False,239,"(54.82, 47.01)",False
18.889,281.128,0.23,False,246,"(59.58, 45.61)",False
18.448,282.19,0.242,False,216,"(58.01, 41.74)",False
19.97,274.775,0.157,False,236,"(56.85, 40.77)",False
15.287,278.754,0.137,False,234,"(53.99, 40.6)",True
12.979,271.818,0.105,False,205,"(55.51, 41.89)",False
15.975,272.285,0.073,False,208,"(55.96, 39.79)",False
12.107,268.839,0.336,False,192,"(52.74, 39.85)",False
14.47,271.017,0.215,False,191,"(55.08, 40.59)",False
15.333,270.904,0.055,False,193,"(54.51, 39.05)",False
14.912,269.317,0.05,False,224,"(54.52, 42.71)",False
15.534,280.482,0.057,False,203,"(52.44, 41.45)",False
13.978,273.967,0.224,False,194,"(53.05, 39.93)",False
13.773,273.41,0.033,False,196,"(52.33, 39.13)",True
13.884,284.317,0.395,False,188,"(52.12, 41.52)",False
14.202,279.349,0.198,False,160,"(52.65, 37.05)",False
18.001,274.228,0.244,False,155,"(54.75, 37.43)",False
16.074,277.614,0.136,False,139,"(55.34, 36.71)",False
14.18,274.846,0.255,False,165,"(52.29, 38.98)",False
20.218,270.081,0.006,False,179,"(52.0, 42.77)",False
12.905,265.07,0.056,False,174,"(51.84, 39.79)",False
17.907,267.399,0.211,False,165,"(51.02, 41.54)",False
13.659,273.504,0.281,False,149,"(46.32, 43.05)",False
13.395,276.547,0.193,False,132,"(50.64, 40.54)",False
18.188,272.777,0.096,False,135,"(53.11, 38.77)",False
19.635,270.857,0.046,False,114,"(53.17, 40.4)",False
20.216,267.198,0.376,False,123,"(48.07, 35.4)",False
14.899,267.709,0.071,False,144,"(47.2, 37.32)",False
11.264,262.155,0.411,False,132,"(47.62, 36.13)",False
15.736,269.582,0.113,False,147,"(50.7, 34.47)",False
13.217,275.182,0.507,False,115,"(52.64, 36.51)",False
18.971,270.832,0.216,False,118,"(49.53, 37.93)",False
14.863,269.464,0.295,False,132,"(53.27, 37.17)",False
18.271,266.484,0.123,False,133,"(53.15, 34.5)",False
17.219,268.91,0.187,False,131,"(49.18, 35.9)",False
13.663,263.106,0.32,False,116,"(51.95, 35.78)",False
14.087,266.659,0.04,False,115,"(52.83, 34.66)",False
13.691,259.3,0.16,False,104,"(56.07, 32.49)",False
15.367,265.018,0.58,False,111,"(54.0, 33.75)",False
11.973,266.934,0.108,False,98,"(54.91, 34.63)",False
16.154,258.439,0.008,False,113,"(54.53, 32.73)",False
15.605,263.067,0.383,False,106,"(57.42, 31.14)",False
17.492,265.153,0.195,False,128,"(57.21, 31.74)",False
16.197,264.326,0.049,False,117,"(55.27, 32.11)",True
14.518,266.132,0.1,False,118,"(55.22, 28.08)",True
15.474,262.562,0.044,False,130,"(54.84, 30.02)",True
15.039,262.356,0.186,False,124,"(56.79, 32.57)",False
17.04,263.672,0.206,False,129,"(56.46, 30.21)",False
15.556,263.143,0.477,False,122,"(54.77, 32.3)",False
15.85,261.481,0.16,False,85,"(55.77, 34.89)",False
15.837,264.167,0.075,False,109,"(51.52, 30.57)",True
14.286,262.217,0.175,False,108,"(54.62, 29.27)",True
15.643,264.71,0.179,False,125,"(52.55, 32.09)",True
15.659,262.235,0.131,False,99,"(51.95, 27.51)",True
13.425,260.418,0.141,False,122,"(52.88, 32.36)",True
15.265,260.971,0.21,False,120,"(54.03, 31.33)",True
15.44,262.428,0.202,False,151,"(52.57, 31.61)",False
18.064,263.526,0.254,False,142,"(54.27, 31.46)",True
16.771,262.624,0.107,False,136,"(52.47, 31.0)",True
14.251,262.062,0.108,False,150,"(49.62, 31.16)",False
16.91,267.645,0.149,False,158,"(49.52, 32.14)",False
15.391,262.419,0.05,False,140,"(48.81, 28.09)",True
13.36,263.719,0.194,False,152,"(49.67, 28.69)",False
15.491,264.627,0.161,False,166,"(52.41, 31.7)",False
13.225,264.653,0.128,False,151,"(49.56, 30.2)",True
13.331,264.04,0.14,False,154,"(46.53, 28.94)",True
11.335,265.518,0.133,False,145,"(48.31, 28.35)",True
13.735,264.84,0.246,False,146,"(49.61, 31.09)",False
15.033,267.899,0.05,False,155,"(48.1, 30.83)",True
16.029,267.884,0.014,False,146,"(49.44, 31.48)",True
14.571,256.718,0.059,False,163,"(53.29, 30.73)",True
17.942,267.825,0.057,False,152,"(51.82, 33.79)",True
14.573,265.504,0.155,False,152,"(51.66, 33.24)",True
11.824,266.218,0.163,False,147,"(48.36, 32.13)",True
16.286,261.738,0.067,False,141,"(51.44, 34.06)",True
11.754,257.896,0.376,False,143,"(50.53, 32.52)",True
15.542,263.331,0.221,False,148,"(52.9, 34.63)",True
15.822,266.29,0.217,False,128,"(52.66, 34.66)",False
16.578,268.584,0.026,False,131,"(51.91, 36.1)",False
13.188,271.537,0.559,False,133,"(49.52, 35.89)",False
15.029,266.276,0.206,False,136,"(49.34, 35.35)",True
17.849,266.83,0.18,False,139,"(49.61, 33.97)",False
14.396,267.863,0.206,False,147,"(50.12, 30.17)",True
15.372,271.557,0.259,False,128,"(52.59, 30.43)",True
13.027,267.913,0.207,False,140,"(50.82, 31.52)",True
11.584,269.007,0.076,False,123,"(48.99, 30.58)",True
14.169,265.412,0.153,False,137,"(49.45, 32.08)",True
11.55,269.702,0.106,False,144,"(50.97, 27.84)",True
14.317,268.526,0.077,False,153,"(48.91, 29.72)",True
14.412,272.497,0.163,False,170,"(50.4, 31.28)",True
12.085,270.182,0.201,False,169,"(52.02, 32.6)",True
12.814,265.859,0.338,False,145,"(56.7, 31.75)",True
14.747,270.86,0.207,False,146,"(57.09, 31.97)",True
12.806,275.0,0.222,False,155,"(55.5, 33.3)",True
12.265,270.984,0.268,False,139,"(55.9, 32.44)",True
15.067,277.247,0.175,False,131,"(54.17, 29.54)",True
17.171,275.649,0.059,False,145,"(50.27, 32.97)",True
14.947,278.185,0.133,False,122,"(54.67, 30.35)",True
15.764,275.89,0.035,False,121,"(58.35, 30.5)",True
16.533,275.486,0.053,False,119,"(55.65, 35.33)",True
13.737,274.654,0.052,False,109,"(56.38, 34.27)",False
14.954,274.912,0.021,False,121,"(58.11, 33.4)",True
15.877,277.992,0.117,False,112,"(54.82, 34.74)",True
19.997,278.85,0.23,False,115,"(54.03, 35.72)",True
12.37,286.937,0.021,False,117,"(54.74, 32.91)",True
15.98,276.645,0.259,False,129,"(53.84, 35.22)",True
12.522,279.056,0.004,False,135,"(55.64, 31.47)",True
16.739,278.562,0.145,False,119,"(55.26, 28.29)",True
18.17,280.206,0.096,False,124,"(53.39, 30.59)",True
15.199,279.122,0.083,False,129,"(53.41, 27.72)",True
10.777,278.25,0.204,False,115,"(59.03, 26.16)",True
14.122,276.241,0.226,False,108,"(56.08, 30.29)",True
17.049,280.25,0.054,False,111,"(52.89, 31.55)",True
16.036,284.404,0.219,False,110,"(51.29, 33.17)",True
20.152,280.303,0.051,False,109,"(51.32, 29.11)",True
14.829,283.614,0.116,False,104,"(52.9, 34.28)",True
16.422,285.439,0.007,False,106,"(54.33, 32.5)",True
16.314,284.673,0.095,False,111,"(56.1, 32.22)",False
15.669,290.608,0.19,False,115,"(57.4, 29.52)",False
17.872,284.66,0.098,False,109,"(57.57, 31.48)",True
13.646,285.07,0.276,False,95,"(58.14, 29.43)",True
12.739,280.657,0.035,False,117,"(55.72, 32.44)",False
13.744,286.387,0.271,False,119,"(54.88, 31.36)",True
12.077,273.725,0.271,False,118,"(58.6, 33.07)",True
9.104,280.377,0.004,False,116,"(63.29, 35.1)",True
13.613,279.452,0.045,False,114,"(56.56, 31.73)",True
15.887,286.059,0.048,False,99,"(61.72, 30.81)",True
16.85,276.648,0.249,False,97,"(60.26, 33.82)",True
15.869,276.225,0.028,False,98,"(58.97, 31.93)",True
16.512,281.705,0.375,False,85,"(55.26, 29.34)",True
13.049,276.403,0.675,False,97,"(58.34, 30.45)",True
18.631,279.925,0.105,False,93,"(61.14, 27.58)",True
13.707,282.337,0.152,False,92,"(59.17, 28.16)",True
17.983,279.551,0.213,False,94,"(59.77, 29.59)",True
13.567,279.724,0.24,False,106,"(58.43, 30.02)",True
16.022,278.71,0.179,False,118,"(57.3, 34.77)",True
20.91,281.256,0.372,False,99,"(58.81, 33.53)",True
17.578,283.322,0.073,False,108,"(54.86, 29.4)",True
22.938,281.25,0.023,False,110,"(54.75, 28.91)",True
16.846,279.084,0.102,False,94,"(53.11, 28.41)",True
15.188,278.918,0.007,False,100,"(57.71, 31.12)",True
15.323,278.991,0.289,False,97,"(58.64, 29.88)",True
13.275,286.89,0.069,False,107,"(55.09, 29.11)",True
21.334,284.453,0.154,False,102,"(54.18, 26.69)",True
16.428,281.679,0.229,False,81,"(54.84, 28.17)",True
18.545,277.989,0.301,False,100,"(55.3, 29.97)",True
18.762,287.116,0.085,False,96,"(56.43, 32.43)",True
22.947,286.306,0.499,False,94,"(55.1, 31.79)",True
19.814,287.435,0.397,False,88,"(53.68, 28.96)",True
21.101,285.615,0.351,False,84,"(53.97, 31.44)",True
22.181,285.8,0.488,False,82,"(51.05, 27.23)",True
16.488,286.174,0.163,False,82,"(48.89, 27.74)",True
20.253,287.312,0.006,False,82,"(50.2, 28.04)",True
23.982,286.26,0.201,False,81,"(48.38, 28.96)",True
15.333,289.0,0.115,False,85,"(50.27, 28.67)",True
22.563,279.434,0.086,False,81,"(50.74, 30.51)",True
17.349,283.653,0.158,False,84,"(48.92, 28.57)",True
15.351,278.174,0.379,False,88,"(52.9, 27.3)",True
11.439,237.43,0.461,False,80,"(52.56, 24.55)",True
14.701,276.87,0.008,False,94,"(50.63, 26.03)",True
19.128,278.613,0.11,False,93,"(50.65, 28.52)",True
14.793,279.446,0.168,False,97,"(55.0, 33.13)",True
17.412,284.993,0.159,False,93,"(54.69, 30.26)",True
17.953,286.191,0.111,False,115,"(55.26, 30.79)",True
8.099,273.919,0.38,False,97,"(55.02, 32.55)",True
14.694,279.763,0.474,False,106,"(60.79, 28.98)",True
9.087,272.924,0.151,False,87,"(61.45, 28.69)",True
10.549,279.541,0.277,False,96,"(64.09, 29.98)",True
11.753,274.48,0.327,False,79,"(61.76, 28.14)",True
13.182,281.43,0.499,False,80,"(59.64, 26.65)",True
14.643,281.828,0.402,False,88,"(59.99, 26.83)",True
16.738,285.452,0.541,False,68,"(61.21, 21.66)",True
8.065,286.155,0.574,False,69,"(64.99, 27.82)",True
9.658,326.092,0.677,False,68,"(59.68, 27.7)",True
7.663,327.861,1.133,False,63,"(58.71, 27.41)",True
14.423,326.779,0.424,False,65,"(56.51, 24.02)",True
11.828,311.541,0.548,False,60,"(57.04, 29.63)",True
9.188,320.938,0.776,False,55,"(56.27, 22.37)",True
12.359,325.829,0.359,False,50,"(52.56, 22.49)",False
11.834,291.648,0.834,False,49,"(52.27, 28.47)",False
13.835,326.654,0.033,False,47,"(50.92, 31.08)",False
9.386,318.697,0.703,True,51,"(52.54, 29.53)",True
12.885,323.008,0.054,True,57,"(60.12, 34.82)",True
9.718,323.249,0.704,True,50,"(56.86, 32.74)",True
13.395,305.298,0.358,True,47,"(57.78, 29.29)",True
9.1,332.196,0.866,True,50,"(57.0, 27.24)",True
11.641,334.703,0.566,True,56,"(58.06, 27.3)",True
9.604,343.067,1.076,True,49,"(56.3, 27.08)",True
11.842,345.148,0.035,True,54,"(54.62, 28.66)",True
9.784,311.424,0.62,True,71,"(61.52, 28.5)",True
9.117,331.486,0.78,True,75,"(57.45, 25.79)",True
9.364,329.822,0.937,True,68,"(60.77, 25.75)",False
9.726,345.566,0.715,True,72,"(64.21, 25.84)",False
11.478,337.014,0.257,True,66,"(65.59, 31.77)",False
10.228,344.007,0.078,True,68,"(65.06, 26.54)",True
8.499,343.0,0.047,True,66,"(63.35, 30.5)",False
9.807,333.292,0.784,True,60,"(58.77, 23.36)",True
8.037,327.645,0.987,True,52,"(62.31, 23.59)",True
9.983,346.143,1.47,True,49,"(63.86, 28.05)",True
5.844,316.264,1.304,True,73,"(62.34, 23.76)",True
4.863,323.992,1.752,True,62,"(63.05, 27.91)",True
9.067,318.726,0.86,True,69,"(50.14, 28.99)",True
13.711,312.666,0.342,True,83,"(43.04, 28.7)",True
20.827,331.91,0.514,True,71,"(45.51, 21.44)",True
20.236,317.203,0.591,True,67,"(45.15, 23.39)",True
31.479,236.004,1.044,True,65,"(43.38, 26.96)",True
12.943,299.019,0.56,True,50,"(46.82, 29.89)",True
11.489,308.976,0.981,True,49,"(48.54, 47.55)",True
7.318,309.092,0.945,True,36,"(50.71, 41.32)",True
11.711,307.91,1.356,True,48,"(49.45, 34.53)",True
8.52,214.942,0.941,True,34,"(47.24, 38.9)",True
5.999,294.915,0.765,True,31,"(48.95, 34.64)",True
6.127,291.68,1.556,True,29,"(52.16, 31.65)",True
3.98,237.636,0.896,True,27,"(47.13, 35.88)",False
6.821,305.175,0.268,True,34,"(41.85, 41.6)",True
3.54,313.343,0.984,True,33,"(47.47, 31.58)",True
6.975,312.14,0.236,True,23,"(49.1, 26.58)",False
9.162,265.295,0.514,True,27,"(43.82, 38.43)",True
9.33,305.091,0.702,True,24,"(49.25, 32.73)",True
7.699,324.072,0.205,True,28,"(48.95, 30.46)",True
4.959,298.389,1.061,True,27,"(48.26, 33.0)",True
5.745,299.501,1.14,True,34,"(47.45, 35.08)",True
8.179,279.05,0.845,True,31,"(45.5, 28.28)",True
7.288,337.939,0.679,True,38,"(50.1, 36.15)",True
7.278,300.702,0.734,True,29,"(43.96, 36.79)",True
7.59,334.966,0.43,True,37,"(45.28, 32.06)",True
9.025,316.287,0.503,True,41,"(45.27, 29.67)",True
5.459,333.27,0.876,True,46,"(52.05, 37.67)",False
2.959,266.144,0.878,True,37,"(50.96, 39.24)",True
6.137,336.934,0.741,True,36,"(46.96, 39.64)",True
5.817,310.518,0.605,True,38,"(54.26, 34.34)",False
6.377,278.688,0.631,True,34,"(55.21, 39.13)",False
4.91,320.207,0.938,True,40,"(47.19, 41.9)",False
6.547,322.899,0.607,True,32,"(46.87, 39.69)",False
9.87,300.776,0.435,True,52,"(50.66, 44.81)",True
3.778,322.61,0.783,True,47,"(51.22, 40.89)",True
7.209,314.472,0.589,True,36,"(47.51, 36.17)",True
4.138,320.007,0.245,True,41,"(47.98, 34.14)",True
4.131,331.605,0.565,False,43,"(48.85, 40.43)",True
5.562,304.407,0.684,False,29,"(51.8, 28.7)",True
6.446,291.984,0.867,False,28,"(57.18, 32.96)",True
5.262,327.348,0.48,False,30,"(50.56, 30.18)",True
7.526,305.255,0.874,False,32,"(48.69, 26.37)",True
7.756,344.945,0.784,True,37,"(55.32, 32.18)",True
5.19,303.307,1.063,True,28,"(54.63, 29.58)",True
3.137,287.699,0.802,True,36,"(49.48, 40.68)",True
4.909,326.913,1.155,True,27,"(52.07, 25.01)",True
6.164,311.536,0.898,True,34,"(57.51, 31.73)",True
4.425,314.717,1.055,True,32,"(55.75, 29.2)",True
9.644,317.862,0.637,True,30,"(47.57, 28.91)",True
0.075,317.617,1.042,True,33,"(57.47, 30.09)",True
8.033,314.414,0.212,True,32,"(53.41, 25.9)",True
3.356,303.51,0.766,True,31,"(51.33, 22.94)",True
5.417,320.854,0.745,True,38,"(50.77, 25.06)",True
5.126,318.35,0.522,True,40,"(41.51, 26.92)",True
5.033,311.438,0.873,True,34,"(54.02, 36.58)",True
10.148,333.863,0.302,True,32,"(50.99, 27.64)",True
6.859,319.406,0.958,True,41,"(53.75, 35.06)",True
9.344,336.396,0.64,True,36,"(50.91, 28.8)",True
8.081,332.279,0.767,True,42,"(49.57, 30.73)",True
11.369,328.913,0.634,True,26,"(51.36, 23.22)",True
1.866,305.183,1.135,True,23,"(51.37, 31.01)",True
3.926,286.065,0.431,True,32,"(53.54, 31.23)",True
7.301,334.134,0.836,True,39,"(60.65, 28.69)",True
6.297,332.475,0.424,True,33,"(49.87, 27.13)",True
11.629,291.488,0.862,True,44,"(48.43, 27.46)",True
15.061,298.189,0.964,True,41,"(54.46, 26.01)",True
9.007,306.328,0.745,True,56,"(50.56, 25.23)",True
12.674,290.092,1.305,True,69,"(39.26, 20.19)",False
14.887,305.096,0.488,True,70,"(42.26, 19.73)",False
10.384,303.959,0.649,True,76,"(39.66, 22.04)",False
19.71,338.834,0.198,True,79,"(35.97, 21.86)",False
27.731,325.586,0.197,True,75,"(34.02, 20.48)",False
38.648,309.576,0.505,True,91,"(36.8, 20.05)",False
14.534,267.39,0.718,True,74,"(38.03, 21.44)",True
22.481,277.52,0.61,True,75,"(35.02, 22.84)",True
32.705,311.513,0.02,False,81,"(39.82, 25.89)",False
16.595,322.254,0.303,False,98,"(39.96, 28.46)",False
16.599,324.063,0.529,False,125,"(35.92, 28.73)",False
18.073,294.601,0.56,False,139,"(34.52, 29.81)",False
16.261,308.157,0.627,False,142,"(35.31, 30.28)",False
23.229,314.461,0.299,False,153,"(38.32, 32.13)",False
12.769,298.434,0.44,False,145,"(40.12, 32.49)",False
24.699,318.718,0.126,False,151,"(42.34, 33.24)",False
16.805,306.884,0.533,False,141,"(43.06, 31.77)",False
11.735,279.924,0.805,False,141,"(43.26, 25.61)",False
15.51,318.232,0.275,False,126,"(43.01, 29.17)",False
10.851,334.523,0.143,False,140,"(48.03, 27.55)",False
14.534,313.684,0.406,False,121,"(50.98, 27.91)",False
14.573,281.974,0.056,False,149,"(48.64, 25.57)",False
14.573,281.974,0.056,False,149,"(47.78, 25.0)",False
11.826,319.161,0.933,False,130,"(52.09, 27.42)",False
25.017,291.013,0.872,False,107,"(51.27, 30.54)",False
18.501,289.438,0.78,True,125,"(48.53, 28.73)",False
13.07,305.246,0.821,True,91,"(49.68, 31.23)",False
5.137,270.112,0.946,True,96,"(44.32, 34.63)",False
15.852,313.039,0.659,True,80,"(46.61, 32.39)",False
16.299,290.991,0.687,True,88,"(39.4, 31.39)",False
14.677,305.298,0.938,True,116,"(53.91, 39.21)",False
9.588,268.209,0.558,True,97,"(56.2, 38.36)",False
5.955,273.141,0.899,True,95,"(50.54, 36.59)",False
5.294,263.834,0.746,True,62,"(53.52, 33.63)",False
6.104,296.566,0.54,True,73,"(50.61, 38.37)",False
5.868,258.623,0.726,True,58,"(56.03, 30.23)",False
3.935,247.769,1.2,True,58,"(60.61, 31.99)",False
5.191,262.426,1.013,True,48,"(62.54, 24.73)",False
4.62,288.975,0.436,True,48,"(59.9, 26.35)",False
2.756,214.378,0.821,True,46,"(62.91, 28.41)",False
4.011,252.281,0.853,True,50,"(60.91, 26.24)",False
6.054,279.827,0.669,True,48,"(61.27, 29.33)",False
5.244,269.231,0.661,True,39,"(58.49, 23.07)",False
7.466,239.671,0.38,True,60,"(57.62, 28.25)",False
7.415,282.894,0.682,True,45,"(60.4, 25.62)",False
21.755,246.45,0.928,True,49,"(58.37, 30.09)",False
6.192,255.57,0.552,True,41,"(55.79, 30.9)",False
6.296,250.46,1.035,True,50,"(62.17, 35.78)",False
3.2,244.122,0.534,True,54,"(67.4, 29.66)",False
3.322,213.749,0.889,True,56,"(62.94, 32.67)",False
3.879,225.123,0.764,True,55,"(64.25, 35.59)",False
4.064,247.862,0.602,True,56,"(61.74, 36.35)",False
4.534,221.085,0.574,True,57,"(63.89, 33.98)",False
3.224,217.951,0.587,True,54,"(63.23, 39.66)",False
3.83,259.003,0.559,True,47,"(63.86, 40.4)",True
2.827,242.347,0.681,False,51,"(61.98, 42.4)",False
2.948,252.904,0.887,True,54,"(63.42, 43.93)",True
2.719,261.519,0.455,False,56,"(65.32, 42.27)",False
4.081,248.916,0.697,False,63,"(65.4, 43.99)",False
2.371,266.997,0.577,False,77,"(61.18, 40.79)",False
2.547,269.92,0.699,False,68,"(62.8, 36.24)",False
3.083,270.775,0.529,False,78,"(57.0, 33.35)",True
4.117,286.288,0.378,False,63,"(58.81, 36.16)",True
3.599,302.211,0.697,False,65,"(62.44, 41.58)",True
2.802,299.203,0.484,False,72,"(65.26, 39.62)",True
2.402,313.38,0.544,False,70,"(60.19, 46.39)",True
2.002,314.338,0.434,False,54,"(64.13, 38.81)",True
3.104,299.492,0.104,False,55,"(60.5, 44.45)",True
3.36,285.867,0.301,False,60,"(58.92, 43.14)",True
2.844,297.861,0.81,False,83,"(54.8, 48.31)",True
1.577,289.999,0.539,False,88,"(58.49, 49.9)",True
4.344,301.492,0.518,False,91,"(60.04, 49.06)",False
3.81,296.036,0.521,False,102,"(54.0, 47.34)",False
1.989,272.256,0.578,False,111,"(57.38, 50.74)",False
2.319,279.001,0.471,False,116,"(58.09, 50.85)",False
2.237,288.02,0.803,False,123,"(57.15, 48.35)",False
3.418,268.017,0.66,False,103,"(60.53, 52.03)",False
2.754,259.453,0.76,False,107,"(62.33, 51.66)",False
1.963,258.459,0.605,False,116,"(60.77, 54.9)",False
2.143,252.553,0.465,False,123,"(59.14, 55.96)",False
2.417,230.527,0.77,False,113,"(61.06, 54.16)",False
3.655,245.305,0.628,False,115,"(61.52, 52.19)",False
3.754,209.221,0.704,True,101,"(60.66, 52.13)",False
3.447,224.572,0.451,True,111,"(57.4, 50.09)",False
3.933,231.617,0.69,True,104,"(61.13, 53.67)",False
4.447,216.682,0.313,False,105,"(59.19, 53.85)",False
6.475,220.891,0.239,False,90,"(60.26, 54.03)",True
4.909,232.786,0.478,False,89,"(61.2, 52.6)",True
4.736,261.123,0.683,False,85,"(59.27, 50.15)",True
6.143,237.225,0.586,False,77,"(58.1, 50.35)",True
5.9,230.718,0.453,False,71,"(62.32, 51.46)",True
5.064,245.457,0.402,False,72,"(56.25, 45.44)",True
6.654,242.032,0.283,False,63,"(57.24, 47.96)",False
7.047,249.065,0.584,False,60,"(57.35, 49.02)",False
8.139,236.469,0.238,False,74,"(54.92, 45.69)",False
6.656,240.966,0.581,False,73,"(50.9, 43.53)",False
7.751,233.699,0.188,False,64,"(49.3, 48.52)",False
6.315,233.082,0.176,False,65,"(46.96, 46.42)",True
8.99,222.924,0.335,False,65,"(45.58, 44.71)",True
7.494,246.645,0.366,False,69,"(53.42, 39.14)",True
7.632,242.337,0.407,False,57,"(47.6, 34.37)",False
6.65,242.642,0.372,False,48,"(44.43, 39.02)",False
8.0,254.36,0.827,False,55,"(54.86, 36.46)",False
9.716,237.522,0.157,False,58,"(49.25, 37.29)",False
8.854,272.267,0.447,False,43,"(49.8, 29.54)",False
7.167,257.126,0.394,False,40,"(49.08, 25.88)",False
11.031,246.853,0.281,False,60,"(49.21, 21.82)",False
9.014,284.804,0.834,False,57,"(44.71, 16.79)",False
11.88,215.143,1.09,False,70,"(49.22, 18.98)",False
21.134,229.545,0.564,False,83,"(49.02, 16.34)",False
16.002,269.121,1.205,True,81,"(50.34, 13.41)",True
13.521,300.017,0.863,True,99,"(50.47, 12.44)",False
19.476,285.811,0.631,True,110,"(56.22, 14.23)",False
14.817,308.716,0.695,True,128,"(56.94, 17.92)",False
12.874,249.844,0.412,True,123,"(57.73, 15.54)",False
11.854,286.846,0.908,True,134,"(55.01, 13.58)",False
13.526,242.469,0.661,True,124,"(50.29, 11.91)",False
15.347,262.979,0.511,True,147,"(50.63, 15.51)",False
16.538,266.479,0.845,True,108,"(48.15, 13.57)",True
11.074,264.539,0.624,True,91,"(50.96, 14.4)",True
14.43,230.428,0.893,True,95,"(53.14, 16.37)",True
10.563,234.483,1.233,True,80,"(53.14, 20.24)",True
13.283,270.98,1.136,True,71,"(50.53, 20.52)",True
